id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,taxon_id
399802,2013-08-17,2013-08-17,NA,Hanoi,22206,vanessa88,2013-09-17 00:31:50 +0530,2021-02-19 07:12:11 +0530,research,CC-BY-NC,http://www.inaturalist.org/observations/399802,https://inaturalist-open-data.s3.amazonaws.com/photos/500394/medium.JPG?1379358119,This picture was taken in Butterfly Garden of Sentosa Island on my trip to Singapore,2,0,FALSE,NA,Sentosa Island,1.249404,103.830321,2933,2933,FALSE,NA,NA,Common Birdwing,Troides helena cerberus,Common Birdwing,429728
860471,"September 03, 2014 09:54",2014-09-03,2014-09-03 07:24:00 +0530,Singapore,31576,techieoldfox,2014-09-04 07:41:46 +0530,2020-03-29 15:13:44 +0530,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/860471,https://inaturalist-open-data.s3.amazonaws.com/photos/1091672/medium.JPG?1444771950,"Spotted Tiger Beetle, Cicindela aurulenta",2,0,FALSE,NA,Singapore,1.25719,103.81488,NA,NA,FALSE,NA,NA,Golden-spotted Tiger Beetle,Cicindela aurulenta,Golden-spotted Tiger Beetle,209761
1805973,2015-07-21 16:32:58,2015-07-21,2015-07-21 14:02:58 +0530,Hong Kong,24661,sunnetchan,2015-07-27 11:31:55 +0530,2020-09-30 18:23:25 +0530,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/1805973,https://inaturalist-open-data.s3.amazonaws.com/photos/2188523/medium.jpg?1437976942,"Tiny Grass Blue (Zizula hylax), about 0.9mm 

Reference :
A Naturalist's Guide to the BUTTERFLIES OF PENINSULAR MALAYSIA, SINGAPORE and THAILAND P.115- Laurence G.Kirton 2014 JOHN BEAUFOY PUBLISHING
http://www.dchome.net/forum.php?mod=viewthread&tid=1262440",1,0,FALSE,NA,"Near Tiger Sky Tower, Sentosa, Singapore",1.255088,103.81785,74,74,FALSE,NA,NA,Pygmy Grass Blue,Zizula hylax pygmaea,Pygmy Grass Blue,504351
4340430,2016-10-13 1:35:00 PM GMT+08:00,2016-10-13,2016-10-13 11:05:00 +0530,Australia/Perth,350152,jjepanda,2016-10-13 20:10:35 +0530,2020-07-13 20:26:00 +0530,research,NA,http://www.inaturalist.org/observations/4340430,https://static.inaturalist.org/photos/5210507/medium.jpeg?1476369643,NA,2,0,FALSE,2,"Central, SG",1.2533067059,103.818658366,172,172,FALSE,gps,gps,Xenocatantops humilis,Xenocatantops humilis,Rufous-legged Grasshopper,348016
6085924,2017/04/30 1:50 PM HST,2017-04-30,2017-05-01 05:20:00 +0530,Hawaii,132646,tiangpee,2017-05-04 12:43:34 +0530,2017-05-06 02:41:33 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/6085924,https://static.inaturalist.org/photos/7612651/medium.jpeg?1493881986,NA,2,0,FALSE,NA,"Sentosa, Singapore",1.2494041,103.8303209,2343,2343,FALSE,NA,NA,Short Banded Sailer,Phaedyma columella,Short Banded Sailer,335092
6815559,2017-06-26 09:37:24,2017-06-26,2017-06-26 07:07:24 +0530,Singapore,44332,lenachow,2017-06-27 06:29:31 +0530,2020-08-29 05:45:29 +0530,research,NA,https://www.inaturalist.org/observations/6815559,https://static.inaturalist.org/photos/8674122/medium.jpeg?1498525174,NA,2,0,FALSE,NA,Sentosa,1.249404,103.830321,2931,2931,FALSE,NA,NA,Asota egens,Asota egens,NA,202254
7215491,2010-02-06,2010-02-06,NA,Singapore,44332,lenachow,2017-07-26 13:06:14 +0530,2020-08-29 14:03:03 +0530,research,NA,https://www.inaturalist.org/observations/7215491,https://static.inaturalist.org/photos/9311545/medium.jpg?1501054573,NA,2,0,FALSE,NA,Sentosa,1.249404,103.830321,2931,2931,FALSE,NA,NA,Scarce Silverstreak,Iraota rochana boswelliana,Scarce Silverstreak,498209
7928791,Sun Jun 11 2017 04:47:57 GMT-0500 (CDT),2017-06-11,2017-06-11 15:17:57 +0530,Central Time (US & Canada),295378,victormozqueda,2017-09-15 19:57:18 +0530,2020-08-31 14:41:25 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/7928791,https://inaturalist-open-data.s3.amazonaws.com/photos/10466887/medium.jpg?1505485645,NA,6,0,FALSE,3,"2 Imbiah Road, Sentosa, Singapore, SG",1.255399866,103.8169203501,38,38,FALSE,NA,NA,Green Weaver Ant,Oecophylla smaragdina,Asian Weaver Ant,117293
8422905,2017/10/15 10:21 AM +0800,2017-10-15,2017-10-15 07:51:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-16 08:34:05 +0530,2020-12-12 22:26:58 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8422905,https://inaturalist-open-data.s3.amazonaws.com/photos/11214222/medium.jpg?1508122071,Sentosa survey,2,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Indian Palm Bob,Suastus gremius,Palm Bob,154731
8422906,2017/10/15 10:21 AM +0800,2017-10-15,2017-10-15 07:51:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-16 08:34:06 +0530,2019-05-17 08:44:47 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8422906,https://inaturalist-open-data.s3.amazonaws.com/photos/11214228/medium.jpg?1508122084,Sentosa survey,1,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Abberant Oakblue,Arhopala abseus,Aberrant Oakblue,333427
8422907,2017/10/15 10:21 AM +08,2017-10-15,2017-10-15 07:51:00 +0530,Singapore,51342,big-simonchan,2017-10-16 08:34:06 +0530,2020-10-08 21:54:56 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8422907,https://inaturalist-open-data.s3.amazonaws.com/photos/11214266/medium.jpg?1508122216,Sentosa surve,3,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Cycad Blue,Chilades pandava pandava,Oriental Plains Cupid,130774
8425017,2017/10/15 5:54 PM +0800,2017-10-15,2017-10-15 15:24:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-16 15:28:33 +0530,2020-07-17 19:40:36 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8425017,https://inaturalist-open-data.s3.amazonaws.com/photos/11218116/medium.jpeg?1508147718,Sentosa survey,3,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Common Palmfly,Elymnias hypermnestra beatrice,Common Palmfly,1093570
8425018,2017/10/15 5:54 PM +0800,2017-10-15,2017-10-15 15:24:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-16 15:28:34 +0530,2017-10-16 15:59:31 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8425018,https://inaturalist-open-data.s3.amazonaws.com/photos/11218134/medium.jpeg?1508147860,Sentosa survey,1,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Centaur Oakblue,Arhopala centaurus nakula,Centaur Oakblue,552000
8461867,2017/10/18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:15 +0530,2017-10-19 15:20:31 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461867,https://inaturalist-open-data.s3.amazonaws.com/photos/11279343/medium.jpeg?1508384512,Palawan beach,1,0,FALSE,NA,"Southern Islands, Singapore",1.2478733219,103.8241267204,31,31,FALSE,NA,NA,Ciliate Blue,Anthene emolus goberus,Ciliate Blue,551990
8461868,2017/10/18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:16 +0530,2020-10-08 20:37:41 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461868,https://inaturalist-open-data.s3.amazonaws.com/photos/11279394/medium.jpeg?1508384621,Palawan beach,3,0,FALSE,NA,"Southern Islands, Singapore",1.2477079225,103.824070394,4,4,FALSE,NA,NA,Cycad Blue,Chilades pandava pandava,Oriental Plains Cupid,130774
8461869,2017/10/18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:16 +0530,2020-07-17 19:21:11 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461869,https://inaturalist-open-data.s3.amazonaws.com/photos/11279427/medium.jpeg?1508384740,Palawan beach,3,0,FALSE,NA,"Southern Islands, Singapore",1.2477079225,103.824070394,4,4,FALSE,NA,NA,Common Palmfly,Elymnias hypermnestra beatrice,Common Palmfly,1093570
8461870,2017/10/18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:16 +0530,2020-06-07 07:33:27 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461870,https://inaturalist-open-data.s3.amazonaws.com/photos/11279433/medium.jpeg?1508384753,Palawan beach,2,0,FALSE,NA,"Southern Islands, Singapore",1.2477079225,103.824070394,4,4,FALSE,NA,NA,Chocolate Pansy,Junonia hedonia ida,Chocolate Pansy,356078
8461871,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:17 +0530,2017-10-23 21:34:00 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461871,https://inaturalist-open-data.s3.amazonaws.com/photos/11279438/medium.jpeg?1508384768,Palawan beach,1,0,FALSE,NA,palawan beach,1.248278,103.822537,453,453,FALSE,NA,NA,Common Banded Awl,Hasora chromus,Common Banded Awl,306860
8461872,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:18 +0530,2020-12-12 22:28:14 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461872,https://inaturalist-open-data.s3.amazonaws.com/photos/11279442/medium.jpeg?1508384786,Palawan beach,2,0,FALSE,NA,palawan beach,1.248278,103.822537,453,453,FALSE,NA,NA,Indian Palm Bob,Suastus gremius,Palm Bob,154731
8461873,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:18 +0530,2017-10-23 21:42:06 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461873,https://inaturalist-open-data.s3.amazonaws.com/photos/11279449/medium.jpeg?1508384796,Palawan beach,1,0,FALSE,NA,palawan beach,1.248278,103.822537,453,453,FALSE,NA,NA,Short Banded Sailer,Phaedyma columella singa,Short Banded Sailer,546347
8461874,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:18 +0530,2018-01-04 07:08:55 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461874,https://inaturalist-open-data.s3.amazonaws.com/photos/11279451/medium.jpeg?1508384807,Palawan beach,0,0,FALSE,NA,palawan beach,1.251612,103.828633,16,16,FALSE,NA,NA,Short Banded Sailer,Phaedyma columella singa,Short Banded Sailer,546347
8461876,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:19 +0530,2017-10-23 21:38:24 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461876,https://inaturalist-open-data.s3.amazonaws.com/photos/11279460/medium.jpeg?1508384833,Palawan beach sentosa,1,0,FALSE,NA,palawan beach,1.248278,103.822537,453,453,FALSE,NA,NA,Yellow Palm Dart,Cephrenes trichopepla,Yellow Palm Dart,465882
8461877,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:20 +0530,2019-08-14 19:24:07 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461877,https://inaturalist-open-data.s3.amazonaws.com/photos/11279466/medium.jpeg?1508384843,Sentosa pahlawan beach,1,0,FALSE,NA,palawan beach,1.24981,103.823054,66,66,FALSE,NA,NA,Little Branded Swift,Pelopidas agna,Little Branded Swift,322529
8461878,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 09:18:20 +0530,2017-10-25 12:54:04 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8461878,https://inaturalist-open-data.s3.amazonaws.com/photos/11279472/medium.jpeg?1508384856,Sentosa Pahlawan Beach,1,0,FALSE,NA,palawan beach singapore,1.248278,103.822537,453,453,FALSE,NA,NA,Purple Oak-blue,Arhopala centaurus,Centaur Oakblue,146903
8463504,2017/10/18 3:45 PM +0800,2017-10-18,2017-10-18 13:15:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-19 13:26:15 +0530,2017-10-19 17:09:26 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8463504,https://inaturalist-open-data.s3.amazonaws.com/photos/11281939/medium.jpg?1508399260,Palawan beach,1,0,FALSE,NA,Singapore,1.2477073,103.8240713,212,212,FALSE,NA,NA,Ciliate Blue,Anthene emolus goberus,Ciliate Blue,551990
8463506,2017/10/18 3:45 PM +0800,2017-10-18,2017-10-18 13:15:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-19 13:26:16 +0530,2020-06-16 19:40:23 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8463506,https://inaturalist-open-data.s3.amazonaws.com/photos/11281951/medium.jpg?1508399643,palawan beach,2,0,FALSE,NA,"Palawan Beach, Singapore",1.2482777,103.8225374,351,351,FALSE,NA,NA,Lesser Grass Blue,Zizina otis lampa,Lesser Grass Blue,549331
8463507,2017/10/18 3:45 PM +0800,2017-10-18,2017-10-18 13:15:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-19 13:26:16 +0530,2019-10-29 21:05:23 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8463507,https://inaturalist-open-data.s3.amazonaws.com/photos/11281952/medium.jpg?1508399687,palawan beach,2,0,FALSE,NA,"Southern Islands, Singapore",1.2479591323,103.8240408897,31,31,FALSE,NA,NA,Common Bluebottle,Graphium sarpedon,Common Bluebottle,125936
8463509,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 13:26:17 +0530,2020-06-18 19:58:49 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8463509,https://inaturalist-open-data.s3.amazonaws.com/photos/11281954/medium.jpg?1508399707,palawan beach,2,0,FALSE,NA,Palawan Beach Singapore,1.248278,103.822537,453,453,FALSE,NA,NA,"Plain Tiger (form alcippoides, white hindwing)",Danaus chrysippus chrysippus,Plain Tiger,207981
8463510,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 13:26:18 +0530,2020-06-18 19:58:39 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8463510,https://inaturalist-open-data.s3.amazonaws.com/photos/11281958/medium.jpg?1508399764,palawan beach,2,0,FALSE,NA,Palawan Beach Singapore,1.248278,103.822537,453,453,FALSE,NA,NA,"Plain Tiger (form alcippoides, white hindwing)",Danaus chrysippus chrysippus,Plain Tiger,207981
8463511,2017-10-18,2017-10-18,NA,Singapore,51342,big-simonchan,2017-10-19 13:26:18 +0530,2017-10-19 17:00:51 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8463511,https://inaturalist-open-data.s3.amazonaws.com/photos/11281959/medium.jpg?1508399771,palawan beach,1,0,FALSE,NA,Palawan Beach Singapore,1.248278,103.822537,453,453,FALSE,NA,NA,Ciliate Blue,Anthene emolus goberus,Ciliate Blue,551990
8598160,2017/10/29 4:04 PM +0800,2017-10-29,2017-10-29 13:34:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-29 13:35:52 +0530,2021-01-26 21:00:50 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8598160,https://inaturalist-open-data.s3.amazonaws.com/photos/11495013/medium.jpg?1509264280,Sentisa cove,3,0,FALSE,NA,"Sentosa Cove, Singapore",1.2448186,103.8410583,1066,1066,FALSE,NA,NA,Common Mormon Swallowtail,Papilio polytes,Common Mormon Swallowtail,51588
8598183,2017/10/29 10:39 AM +08,2017-10-29,2017-10-29 08:09:00 +0530,Singapore,51342,big-simonchan,2017-10-29 13:39:57 +0530,2021-03-29 00:29:46 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8598183,https://inaturalist-open-data.s3.amazonaws.com/photos/11495050/medium.jpg?1509264563,Mt serapong,2,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Mictis longicornis,Mictis longicornis,NA,569804
8598202,2017/10/29 4:11 PM +0800,2017-10-29,2017-10-29 13:41:00 +0530,Australia/Perth,51342,big-simonchan,2017-10-29 13:42:41 +0530,2017-10-30 11:16:30 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8598202,https://inaturalist-open-data.s3.amazonaws.com/photos/11495073/medium.jpg?1509264720,Mt serapong,1,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Pale Mottle,Logania marmorata,Pale Mottle,498152
8598223,2017/10/29 4:14 PM +08,2017-10-29,2017-10-29 13:44:00 +0530,Singapore,51342,big-simonchan,2017-10-29 13:45:50 +0530,2017-10-29 14:18:48 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8598223,https://inaturalist-open-data.s3.amazonaws.com/photos/11495123/medium.jpg?1509264899,Mt serapong,1,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Malayan Plum Judy,Abisara saturata kausambioides,Malayan Plum Judy,470138
8598237,2017/10/29 4:16 PM +08,2017-10-29,2017-10-29 13:46:00 +0530,Singapore,51342,big-simonchan,2017-10-29 13:49:01 +0530,2021-03-02 08:25:31 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8598237,https://inaturalist-open-data.s3.amazonaws.com/photos/11495127/medium.jpg?1509264981,Mt serapong,3,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,yellow-barred flutterer,Rhyothemis phyllis chloe,yellow-barred flutterer,541379
8612985,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:27:57 +0530,2020-07-17 19:21:22 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612985,https://inaturalist-open-data.s3.amazonaws.com/photos/11520949/medium.jpeg?1509349805,workshop,3,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Common Palmfly,Elymnias hypermnestra beatrice,Common Palmfly,1093570
8612986,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:27:58 +0530,2020-10-20 20:38:40 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612986,https://inaturalist-open-data.s3.amazonaws.com/photos/11520953/medium.jpeg?1509349905,workshop,2,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Chestnut Bob,Iambrix salsala salsala,Chestnut Bob,360352
8612987,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:27:58 +0530,2020-07-16 15:11:30 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612987,https://inaturalist-open-data.s3.amazonaws.com/photos/11520956/medium.jpeg?1509349920,workshop,2,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Malayan Bushbrown,Mycalesis fusca fusca,Malayan Bushbrown,497407
8612988,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:27:59 +0530,2020-09-27 18:44:37 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612988,https://inaturalist-open-data.s3.amazonaws.com/photos/11520959/medium.jpeg?1509349938,mt serapong,2,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Centaur Oakblue,Arhopala centaurus nakula,Centaur Oakblue,552000
8612989,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:27:59 +0530,2019-08-23 00:03:19 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612989,https://inaturalist-open-data.s3.amazonaws.com/photos/11520963/medium.jpeg?1509349965,mt serapong,1,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Dingy Lineblue,Petrelaea dana,Dingy Lineblue,424362
8612990,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:27:59 +0530,2019-08-24 01:22:04 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612990,https://inaturalist-open-data.s3.amazonaws.com/photos/11520960/medium.jpeg?1509349950,mt serapong,1,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Transparent 6-line Blue,Nacaduba kurava nemana,Transparent 6-line Blue,550271
8612991,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:28:00 +0530,2019-01-26 01:51:15 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612991,https://inaturalist-open-data.s3.amazonaws.com/photos/11520969/medium.jpeg?1509350026,mt serapong,1,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Transparent 6-line Blue,Nacaduba kurava nemana,Transparent 6-line Blue,550271
8612992,2017-10-29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:28:01 +0530,2020-08-29 12:18:58 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612992,https://inaturalist-open-data.s3.amazonaws.com/photos/11520974/medium.jpeg?1509350074,mt serapong,2,0,FALSE,NA,"Mount Serapong, Singapore",1.2508333,103.8338889,2169,2169,FALSE,NA,NA,Apefly,Spalgis epius,Apefly,144190
8612993,2017/10/29,2017-10-29,NA,Singapore,51342,big-simonchan,2017-10-30 13:28:01 +0530,2017-11-01 04:34:42 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8612993,https://inaturalist-open-data.s3.amazonaws.com/photos/11520979/medium.jpeg?1509350110,sentosa cove,1,0,FALSE,NA,"Sentosa Cove, Singapore",1.2448186,103.8410583,1066,1066,FALSE,NA,NA,Common Tit,Hypolycaena erylus teatus,Common Tit,550404
8677443,2017/11/04 10:04 PM +08,2017-11-04,2017-11-04 19:34:00 +0530,Singapore,51342,big-simonchan,2017-11-04 19:35:54 +0530,2019-10-29 21:05:05 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677443,https://inaturalist-open-data.s3.amazonaws.com/photos/11626335/medium.jpg?1509804271,Near ex-underwaterworld,2,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Common Bluebottle,Graphium sarpedon,Common Bluebottle,125936
8677459,2017/11/04 10:06 PM +0800,2017-11-04,2017-11-04 19:36:00 +0530,Australia/Perth,51342,big-simonchan,2017-11-04 19:38:08 +0530,2019-10-29 21:04:49 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677459,https://inaturalist-open-data.s3.amazonaws.com/photos/11626370/medium.jpg?1509804437,Outside underwaterworld,2,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Common Bluebottle,Graphium sarpedon,Common Bluebottle,125936
8677549,2017/11/04 10:09 PM +0800,2017-11-04,2017-11-04 19:39:00 +0530,Australia/Perth,51342,big-simonchan,2017-11-04 19:40:48 +0530,2019-10-29 21:04:32 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677549,https://inaturalist-open-data.s3.amazonaws.com/photos/11626435/medium.jpg?1509804605,Underwaterworld,2,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Common Bluebottle,Graphium sarpedon,Common Bluebottle,125936
8677678,2017/11/04,2017-11-04,NA,Singapore,51342,big-simonchan,2017-11-04 19:46:55 +0530,2020-09-29 17:48:56 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677678,https://inaturalist-open-data.s3.amazonaws.com/photos/11626570/medium.jpg?1509804905,NA,3,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Pygmy Grass Blue,Zizula hylax pygmaea,Pygmy Grass Blue,504351
8677700,2017/11/04 1:07 PM +08,2017-11-04,2017-11-04 10:37:00 +0530,Singapore,51342,big-simonchan,2017-11-04 19:48:25 +0530,2019-08-29 19:22:39 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677700,https://inaturalist-open-data.s3.amazonaws.com/photos/11626623/medium.jpg?1509805069,NA,1,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Little Branded Swift,Pelopidas agna,Little Branded Swift,322529
8677712,2017/11/04 1:01 PM +08,2017-11-04,2017-11-04 10:31:00 +0530,Singapore,51342,big-simonchan,2017-11-04 19:49:42 +0530,2018-01-04 21:27:56 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677712,https://inaturalist-open-data.s3.amazonaws.com/photos/11626646/medium.jpg?1509805153,NA,1,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Common Leopard,Phalanta phalantha,Common Leopard,125543
8677732,2017/11/04 10:20 PM +08,2017-11-04,2017-11-04 19:50:00 +0530,Singapore,51342,big-simonchan,2017-11-04 19:51:48 +0530,2020-09-29 13:00:13 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677732,https://inaturalist-open-data.s3.amazonaws.com/photos/11626661/medium.jpg?1509805238,NA,2,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Peacock Royal,Tajuria cippus maxentius,Peacock Royal,551256
8677745,2017/11/04 10:22 PM +0800,2017-11-04,2017-11-04 19:52:00 +0530,Australia/Perth,51342,big-simonchan,2017-11-04 19:53:12 +0530,2020-02-27 02:02:16 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677745,https://inaturalist-open-data.s3.amazonaws.com/photos/11626683/medium.jpg?1509805360,NA,0,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Indian Common Mormon Swallowtail,Papilio polytes romulus,Indian Common Mormon Swallowtail,354661
8677785,2017/11/04 10:25 PM +0800,2017-11-04,2017-11-04 19:55:00 +0530,Australia/Perth,51342,big-simonchan,2017-11-04 19:55:44 +0530,2021-03-01 20:40:50 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677785,https://inaturalist-open-data.s3.amazonaws.com/photos/11626716/medium.jpg?1509805518,NA,3,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Common Mormon Swallowtail,Papilio polytes,Common Mormon Swallowtail,51588
8677799,2017/11/04 10:26 PM +0800,2017-11-04,2017-11-04 19:56:00 +0530,Australia/Perth,51342,big-simonchan,2017-11-04 19:57:03 +0530,2021-01-26 20:59:57 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677799,https://inaturalist-open-data.s3.amazonaws.com/photos/11626731/medium.jpg?1509805587,NA,1,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Indian Common Mormon,Papilio polytes romulus,Indian Common Mormon Swallowtail,354661
8677818,2017/11/04 10:27 PM +0800,2017-11-04,2017-11-04 19:57:00 +0530,Australia/Perth,51342,big-simonchan,2017-11-04 19:58:21 +0530,2021-03-01 20:40:35 +0530,research,CC-BY-NC,https://www.inaturalist.org/observations/8677818,https://inaturalist-open-data.s3.amazonaws.com/photos/11626764/medium.jpg?1509805671,NA,3,0,FALSE,NA,"Mount Embiah, Singapore",1.2569444,103.8147222,2169,2169,FALSE,NA,NA,Common Mormon Swallowtail,Papilio polytes,Common Mormon Swallowtail,51588
